first	second	third	probs
a	cardinals	win	0.071428571
but	strike	three	1.000000000
her	b	day	0.333333333
people	received	aid	0.133333333
outside	of	a	0.038626609
glasses	fit	easily	1.000000000
got	issues	to	0.086956522
message	to	all	0.032210835
these	movies	were	0.072289157
old	will	be	0.300000000
top	enthemy	as	1.000000000
had	ththem	for	0.035714286
this	core	of	0.250000000
ya	books	and	0.057692308
story	this	week	0.142857143
say	they	were	0.053010808
round	pen	and	0.285714286
door	around	the	0.600000000
police	talked	to	1.000000000
article	here	about	0.051282051
former	believe	that	1.000000000
media	like	facebook	0.107142857
provided	the	most	0.021563342
option	than	those	0.066666667
than	watch	a	0.100000000
place	when	the	0.116071429
are	separate	but	0.078947368
per	plate	appearance	0.285714286
acts	are	not	0.050000000
ship	full	of	1.000000000
as	following	a	0.285714286
own	house	in	0.058252427
drop	like	a	0.285714286
including	kansas	city	0.500000000
one	local	man	0.045454545
reading	scores	to	0.200000000
themail	before	i	0.250000000
in	closing	out	0.037037037
possible	we	may	0.142857143
author	the	second	0.064516129
if	confirmed	by	0.857142857
top	seed	in	0.453488372
cool	over	the	0.400000000
good	sunday	afternoon	0.045454545
finally	back	in	0.292857143
audience	because	i	0.166666667
themployment	at	the	0.407407407
from	blogging	for	0.111111111
the	gap	between	0.285425101
ill	jump	on	0.400000000
constantly	during	the	0.666666667
simply	looked	like	0.200000000
day	crowd	in	0.250000000
trend	something	for	0.388888889
its	place	as	0.133333333
the	panel	of	0.046616541
very	honest	about	0.139534884
focused	as	the	0.125000000
it	for	a	0.113486842
office	made	the	0.307692308
of	bath	time	0.088235294
bitch	the	rest	0.222222222
better	place	than	0.059808612
stop	wishing	for	0.153846154
buddy	and	a	0.046875000
music	programs	will	0.153846154
rthemain	inside	for	0.400000000
recall	to	get	0.142857143
comes	along	and	0.251428571
rain	storm	in	0.090909091
safe	when	the	0.103448276
about	free	speech	0.160714286
was	actually	the	0.050497322
you	deserve	to	0.127591707
am	buying	a	0.277777778
asian	gang	mthember	0.333333333
mthemorial	hospital	where	0.072463768
knew	half	the	1.000000000
best	spanish	rice	0.500000000
ok	then	my	0.022727273
hill	along	with	0.400000000
you	dont	have	0.184480389
awesome	songs	on	0.272727273
italy	this	summer	0.416666667
serves	at	the	0.375000000
from	studying	for	0.208333333
for	burger	night	0.181818182
its	far	more	0.129032258
dramatic	violence	raw	1.000000000
but	filed	for	0.600000000
provide	medical	care	0.357142857
second	store	in	0.444444444
keep	praying	that	0.060606061
later	used	in	0.266666667
connected	and	my	0.037037037
ribbon	or	california	0.166666667
to	themployees	and	0.116504854
reality	much	more	0.500000000
off	it	is	0.040462428
their	payments	will	0.071428571
some	cookies	in	0.033898305
or	six	times	0.076612903
live	racing	schedule	0.095238095
treated	each	other	1.000000000
its	scary	and	0.111111111
royal	courts	of	0.714285714
yet	taken	any	0.153846154
before	moon	could	1.000000000
your	articles	on	0.100000000
that	m	had	0.083333333
journal	at	the	0.444444444
back	if	you	0.347593583
man	deserves	a	0.375000000
at	rice	university	0.258064516
as	sales	of	0.250000000
is	honestly	one	0.115384615
been	active	on	0.086956522
decisions	at	the	0.318181818
NA	thembrace	it	0.096030730
jones	an	assistant	0.100000000
all	uk	fans	0.800000000
approach	makes	it	0.400000000
moments	trust	god	1.000000000
all	four	of	0.227670753
glory	are	yours	0.250000000
usually	vote	on	0.400000000
from	domestic	programs	0.157894737
map	showing	the	0.642857143
articles	are	written	0.066666667
still	some	people	0.035714286
this	book	was	0.042108988
legislation	signed	into	0.500000000
office	building	at	0.082926829
sports	years	ago	1.000000000
im	officially	a	0.176470588
east	india	co	0.238095238
cant	do	it	0.229007634
with	photos	from	0.067796610
you	surprise	me	0.600000000
everyone	except	me	0.100000000
matter	a	year	0.108695652
open	or	to	0.038461538
day	heres	a	0.500000000
collective	actions	will	0.500000000
i	seen	it	0.083623693
grown	older	i	0.181818182
in	consecutive	years	0.162162162
has	told	him	0.081447964
charity	shop	as	0.051282051
what	number	i	0.115384615
road	but	not	0.043956044
plane	taking	off	1.000000000
others	including	some	0.039215686
gross	me	out	1.000000000
same	letters	as	0.181818182
parks	throughout	the	0.666666667
felt	around	my	0.285714286
people	she	says	0.047619048
you	sounded	amazing	0.100000000
to	vegas	to	0.043126685
had	played	the	0.101190476
watch	take	on	0.285714286
hired	specifically	for	1.000000000
of	thousands	more	0.012927054
find	plenty	of	0.600000000
quarter	for	a	0.188405797
sites	include	the	0.666666667
slowly	so	the	0.105263158
clear	theres	nothing	0.285714286
recently	they	have	0.100000000
happy	anniversary	and	0.017142857
speech	because	it	0.500000000
another	south	african	0.285714286
care	a	thing	0.044776119
players	need	to	0.900000000
to	somebody	who	0.096000000
leave	tomorrow	night	0.071428571
funds	at	least	0.117647059
from	coast	to	0.900000000
team	are	in	0.050000000
really	creates	a	1.000000000
putting	most	of	1.000000000
the	setting	is	0.123867069
prosecutor	said	the	0.080808081
wrong	all	of	0.105263158
gotta	bring	that	0.111111111
have	recently	made	0.029661017
investigation	leads	ththem	0.500000000
students	when	i	0.083333333
goal	yet	but	0.666666667
its	march	and	0.076923077
has	faced	criticism	0.062500000
decided	there	wasnt	0.166666667
for	blood	and	0.054054054
being	world	class	0.750000000
for	adams	to	0.166666667
north	hollywood	ca	0.046511628
out	space	in	0.222222222
our	themployees	to	0.056179775
smaller	of	the	0.923076923
novel	features	all	0.666666667
run	single	in	0.213333333
more	your	thing	0.075000000
and	man	is	0.048780488
walk	faster	than	0.230769231
barely	spoken	in	0.666666667
first	trial	last	0.085106383
theater	district	and	0.214285714
huge	case	of	0.666666667
movie	last	night	0.687500000
the	electronic	device	0.035714286
most	known	san	0.125000000
activity	for	me	0.043478261
hadnt	read	it	0.166666667
they	covered	the	0.173913043
born	a	girl	0.040000000
brain	responsible	for	1.000000000
change	which	is	0.121951220
get	smaller	increases	0.086956522
decision	until	after	0.192307692
NA	tax	increase	0.032627361
generally	change	ourselves	1.000000000
could	worry	about	1.000000000
declined	medical	attention	0.250000000
big	real	estate	0.750000000
always	watch	it	0.088888889
campaign	this	year	0.315789474
about	thinking	of	0.120000000
released	on	a	0.060747664
good	theres	a	0.600000000
womens	rights	and	0.089743590
like	eyes	and	0.400000000
closing	a	school	0.094339623
to	theres	a	0.375000000
models	of	human	0.031746032
we	respond	when	0.052631579
leaves	are	a	0.058394161
then	cause	she	0.153846154
of	january	i	0.045248869
try	those	next	0.095238095
past	ive	been	0.130434783
class	based	on	0.307692308
inside	with	no	0.050632911
built	with	the	0.201923077
energy	levels	are	0.166666667
just	figured	that	0.081081081
make	proper	use	0.307692308
through	work	or	0.108695652
of	austin	texas	0.043478261
game	needs	to	0.450000000
sort	through	the	0.271739130
hes	fighting	for	0.307692308
cleveland	arts	prize	0.400000000
these	dishes	can	0.111111111
street	earlier	this	1.000000000
how	no	muslim	0.047619048
disney	will	have	0.166666667
sorry	now	you	0.200000000
on	best	practices	0.192982456
dthemocrats	say	they	0.148936170
group	meets	at	0.120000000
sized	ones	before	0.333333333
of	comment	on	0.125000000
myself	having	to	0.320000000
when	mthembers	could	0.054054054
succeed	is	more	0.305555556
wine	ice	cream	1.000000000
never	left	the	0.207547170
not	speak	to	0.118483412
busy	how	are	0.333333333
food	after	a	0.142857143
visited	portland	in	0.666666667
NA	whats	good	0.091257669
find	nothing	in	0.103448276
u	looking	at	0.181818182
turned	up	the	0.085937500
sun	over	the	0.666666667
development	and	the	0.049319728
clock	is	the	0.044247788
town	looking	for	0.428571429
wouldnt	matter	because	0.142857143
rise	again	with	0.028571429
give	voters	a	0.470588235
project	completed	and	0.300000000
positive	all	you	0.250000000
though	its	not	0.118387909
least	tuesday	when	0.400000000
of	matters	of	0.117647059
sounds	as	though	0.080459770
college	get	married	0.375000000
good	fat	from	0.200000000
from	property	tax	0.172413793
late	march	and	0.068181818
they	eventually	got	0.050000000
us	into	the	0.286549708
almost	here	and	0.075555556
your	acadthemic	and	0.187500000
line	under	the	0.538461538
units	will	be	0.363636364
rock	on	with	0.010380623
just	hung	in	0.088888889
for	special	surgery	0.051181102
that	justin	has	0.092592593
read	far	too	0.333333333
folks	show	up	0.750000000
ball	for	a	0.116071429
bringing	so	many	0.833333333
the	participants	in	0.077669903
areas	of	the	0.282407407
will	limit	my	0.057142857
the	painted	lady	0.055555556
x	but	its	0.074074074
when	coming	up	0.153846154
usually	starts	with	0.187500000
a	power	play	0.217171717
marathon	on	a	0.060000000
what	the	heck	0.044351653
since	being	back	0.030534351
did	run	it	0.064516129
night	led	to	0.666666667
beer	reviews	i	0.272727273
hitting	people	with	0.111111111
majority	of	the	0.275514674
m	wearing	my	0.057142857
to	six	years	0.081632653
which	lets	be	0.555555556
writing	and	i	0.038512616
fields	on	the	0.266666667
someone	check	it	0.181818182
parties	according	to	1.000000000
message	instead	of	0.666666667
account	in	the	0.223076923
investors	worry	that	0.700000000
feel	where	the	0.333333333
although	most	would	0.025974026
can	complain	and	0.130434783
these	less	loved	0.400000000
about	home	based	0.060000000
arrested	today	after	0.217391304
popular	series	of	0.312500000
your	safe	haven	0.100000000
world	out	and	0.054545455
of	drinks	to	0.049382716
sun	made	a	0.285714286
monster	ball	tour	0.250000000
make	be	very	0.333333333
writing	how	to	0.400000000
nations	fifth	biggest	0.200000000
perhaps	all	that	0.066666667
we	decide	on	0.056910569
directly	counter	to	0.600000000
this	x	ray	0.181818182
a	bush	and	0.083333333
a	congrats	to	0.166666667
one	chance	is	0.041666667
mall	convention	center	1.000000000
you	spending	on	0.085714286
seat	or	change	0.068965517
call	country	boy	1.000000000
draw	in	the	0.306930693
book	before	i	0.111111111
said	california	republican	0.117647059
filling	station	cafe	0.111111111
everything	worth	it	0.200000000
this	bowl	season	0.100000000
heat	bring	the	0.750000000
always	needs	more	0.142857143
out	u	did	0.043478261
mom	who	has	0.067415730
is	proper	to	0.054054054
fully	and	that	0.044444444
training	the	students	0.027027027
get	snow	and	0.200000000
with	talks	from	0.222222222
soft	fruit	area	0.333333333
events	when	the	0.166666667
wouldnt	be	the	0.062500000
care	education	and	0.647058824
its	investigation	into	0.156626506
boys	when	i	0.200000000
by	night	he	0.022388060
then	new	years	0.039215686
francisco	superior	court	0.900000000
former	gop	chairman	0.066666667
dream	you	are	0.045454545
now	everybody	on	0.095238095
at	arizona	states	0.028169014
and	reputation	will	0.058823529
parking	time	to	0.500000000
finishing	your	taxes	0.111111111
fresh	local	ingredients	0.081081081
a	mom	of	0.047794118
congressional	campaign	did	0.035087719
by	dollar	value	0.375000000
looking	this	year	0.250000000
obviously	need	you	0.117647059
through	austin	for	0.500000000
industry	for	a	0.050632911
city	behind	me	0.333333333
on	ocean	drive	0.151515152
company	refused	to	1.000000000
either	we	have	0.096774194
feet	while	above	0.142857143
youre	music	is	0.500000000
car	was	a	0.045070423
in	super	speed	0.018348624
particular	time	in	0.119047619
listed	phone	number	1.000000000
shit	talking	to	0.150000000
contract	when	the	0.375000000
about	financial	security	0.100000000
to	range	out	0.105263158
has	linked	to	0.250000000
this	internet	age	0.150000000
id	live	if	0.105263158
text	proof	to	1.000000000
cute	to	be	0.116279070
press	send	on	0.300000000
change	part	of	1.000000000
another	cast	mthember	0.666666667
death	lawsuit	against	0.250000000
programs	since	the	0.500000000
heights	with	a	0.210526316
major	that	she	0.250000000
one	im	not	0.100000000
wheel	so	that	0.200000000
a	boss	that	0.014326648
most	itthems	are	0.238095238
proposed	last	month	0.312500000
happy	once	the	0.333333333
user	you	shouldnt	0.400000000
transfer	mixture	to	1.000000000
with	wins	against	0.086956522
based	bank	said	0.107142857
hit	him	up	0.072874494
stop	going	after	0.050000000
list	especially	if	0.250000000
past	your	bed	0.125000000
snow	it	appears	0.166666667
being	head	coach	0.500000000
exercise	into	your	0.200000000
guest	will	need	0.068965517
so	considering	the	0.444444444
sad	song	comes	0.055555556
but	take	it	0.081081081
it	yesterday	i	0.046511628
driving	on	a	0.170370370
for	national	security	0.037234043
building	community	one	0.117647059
letter	said	that	0.039215686
will	feed	you	0.139534884
stick	approach	to	0.400000000
levels	when	i	0.153846154
film	their	jersey	0.285714286
in	playoffs	and	0.085106383
since	our	last	0.127777778
of	congress	and	0.075993092
think	ahead	to	0.115384615
americans	see	the	0.428571429
ya	post	on	1.000000000
hurry	yet	everything	1.000000000
points	short	of	0.800000000
playoff	goals	was	0.142857143
regardless	i	only	0.068965517
paid	so	little	0.190476190
homeless	for	about	0.133333333
january	to	a	0.041958042
i	treat	my	0.277777778
success	each	day	0.666666667
instead	most	likely	0.285714286
then	a	few	0.044029353
great	since	the	0.125000000
seat	behind	the	0.333333333
statthement	for	your	0.059701493
trust	what	you	0.153846154
judge	monday	to	0.428571429
conversation	when	i	0.166666667
in	greater	detail	0.114649682
thats	where	we	0.073103448
its	schedule	to	0.090909091
that	shouldnt	even	0.054347826
old	navy	in	0.034188034
yet	still	the	0.029940120
we	continued	our	0.141509434
described	with	words	0.166666667
attending	classes	on	0.100000000
wants	most	of	0.400000000
average	middle	class	0.375000000
give	support	to	0.571428571
much	control	and	0.086956522
year	rather	than	0.937500000
power	to	the	0.067750678
and	action	packed	0.035714286
more	damage	to	0.245283019
question	for	me	0.050480769
that	three	years	0.039325843
falls	into	the	0.315151515
end	my	day	0.096774194
many	small	businesses	0.084337349
history	association	and	0.428571429
note	by	the	0.250000000
whats	normal	for	0.400000000
our	pet	treated	0.153846154
rich	men	in	0.428571429
said	dthemocrats	will	0.217391304
fascinating	beautiful	and	0.500000000
beginning	on	march	0.108695652
have	indeed	been	0.343750000
was	said	by	0.057692308
rose	because	he	0.400000000
individuals	are	prepared	0.025000000
and	expert	in	0.122448980
bedroom	bathroom	closet	0.500000000
merely	a	tool	0.017021277
didnt	need	the	0.060606061
and	third	and	0.033149171
been	had	we	0.083333333
alcohol	authorities	said	1.000000000
theatre	when	i	0.500000000
or	causing	a	0.190476190
company	making	it	0.181818182
such	big	hits	0.055555556
ever	buy	a	0.150000000
particularly	common	in	0.750000000
turned	ththemselves	into	0.312500000
past	summer	when	0.064516129
much	crap	into	0.068965517
live	in	an	0.018518519
ryan	sethems	to	1.000000000
worse	giving	up	0.500000000
got	both	of	0.166666667
her	garage	and	0.120000000
released	wide	receiver	0.833333333
affect	both	the	0.285714286
thempty	one	and	0.333333333
NA	crying	and	0.066021431
leave	you	feeling	0.032102729
die	and	then	0.056451613
yoga	session	at	0.117647059
other	free	agent	0.078947368
